attack_army_id	defense_army_id	median_fraction_ipc_winner	min_fraction_ipc_winner	max_fraction_ipc_winner	percentile_25	percentile_75	iqr_fraction_ipc_winner	mod_t_fraction_ipc_winner	abs_mod_t_fraction_ipc_winner
23	36	-0.5333333333333333	-1.0	1.0	-0.6666666666666666	-0.3333333333333333	0.3333333333333333	-1.6	1.6
34	36	-0.5333333333333333	-1.0	1.0	-0.6666666666666666	-0.3333333333333333	0.3333333333333333	-1.6	1.6
9	41	-0.5333333333333333	-1.0	1.0	-0.6666666666666666	-0.3666666666666667	0.29999999999999993	-1.7777777777777781	1.7777777777777781
23	41	-0.5333333333333333	-1.0	1.0	-0.7	-0.4	0.29999999999999993	-1.7777777777777781	1.7777777777777781
30	39	-0.5333333333333333	-1.0	0.9	-0.7	-0.4	0.29999999999999993	-1.7777777777777781	1.7777777777777781
9	39	-0.5333333333333333	-1.0	1.0	-0.6666666666666666	-0.4	0.2666666666666666	-2.0000000000000004	2.0000000000000004
12	41	-0.5333333333333333	-1.0	1.0	-0.6666666666666666	-0.4	0.2666666666666666	-2.0000000000000004	2.0000000000000004
13	39	-0.5333333333333333	-1.0	1.0	-0.6666666666666666	-0.4	0.2666666666666666	-2.0000000000000004	2.0000000000000004
13	41	-0.5333333333333333	-1.0	1.0	-0.6666666666666666	-0.4	0.2666666666666666	-2.0000000000000004	2.0000000000000004
23	39	-0.5333333333333333	-1.0	0.896551724137931	-0.6666666666666666	-0.4	0.2666666666666666	-2.0000000000000004	2.0000000000000004
24	39	-0.5333333333333333	-1.0	0.896551724137931	-0.6666666666666666	-0.4	0.2666666666666666	-2.0000000000000004	2.0000000000000004
24	57	-0.5	-1.0	1.0	-0.7	0.6206896551724138	1.3206896551724139	-0.37859007832898167	0.37859007832898167
31	47	-0.5	-1.0	1.0	-0.7	0.5714285714285714	1.2714285714285714	-0.39325842696629215	0.39325842696629215
12	57	-0.5	-1.0	1.0	-0.7	0.5333333333333333	1.2333333333333334	-0.4054054054054054	0.4054054054054054
58	57	-0.5	-1.0	1.0	-0.7	0.4642857142857143	1.1642857142857141	-0.42944785276073627	0.42944785276073627
9	57	-0.5	-1.0	1.0	-0.7	0.4285714285714285	1.1285714285714286	-0.44303797468354433	0.44303797468354433
34	57	-0.5	-1.0	1.0	-0.7	0.4285714285714285	1.1285714285714286	-0.44303797468354433	0.44303797468354433
13	57	-0.5	-1.0	1.0	-0.7	0.4	1.1	-0.45454545454545453	0.45454545454545453
30	57	-0.5	-1.0	1.0	-0.7	0.4	1.1	-0.45454545454545453	0.45454545454545453
18	57	-0.5	-1.0	1.0	-0.625	0.4666666666666667	1.0916666666666668	-0.45801526717557245	0.45801526717557245
34	38	-0.5	-1.0	0.8928571428571429	-0.6428571428571429	0.4285714285714285	1.0714285714285714	-0.4666666666666667	0.4666666666666667
24	38	-0.5	-1.0	1.0	-0.6428571428571429	0.4137931034482758	1.0566502463054186	-0.47319347319347327	0.47319347319347327
23	57	-0.5	-1.0	1.0	-0.7	0.3448275862068966	1.0448275862068965	-0.47854785478547857	0.47854785478547857
13	38	-0.5	-1.0	1.0	-0.6428571428571429	0.4	1.042857142857143	-0.4794520547945205	0.4794520547945205
30	38	-0.5	-1.0	1.0	-0.6428571428571429	0.4	1.042857142857143	-0.4794520547945205	0.4794520547945205
48	38	-0.5	-1.0	0.8928571428571429	-0.6428571428571429	0.3571428571428571	1.0	-0.5	0.5
